eventID,orig_last_modified,time_value,time_value_ms,quality_standardError,latitude_value,longitude_value,depth_value, absolute_depth_value, magnitude_value_P,quality_XellipseError,quality_YellipseError,theta_ellipseError,station_coda,coda_value, quality_associatedPhaseCount,quality_associated_SPhaseCount,  quality_azimuthalGap,quality_MinEpicDist,quality_MinHipoDist, creationInfo_agencyID
2010080101.28P,2010-08-06T10:15:52,2010-08-01 01:28:28,   250,0.355,  -1.1913, -78.3372,  14.10, -10.80,   3.50,   0.46,   2.36,    5.57,   vc1,    80,    35,    6, 183.09,  15.70,  21.10,    EPN
2010080220.50P,2010-08-11T09:02:41,2010-08-02 08:50:16,   930,0.704,  -1.3436, -81.1777,  14.98, -11.68,   3.90,   5.34,   6.46,   48.31,   vc1,   100,    24,    2, 308.50,  59.46,  61.32,    EPN
2010080304.10P,2010-08-11T09:16:45,2010-08-03 04:10:10,   430,0.338,  -1.8461, -77.4869,  12.00,  -8.70,   3.50,   2.08,   6.20,  116.13,   vc1,    70,    11,    4, 312.35, 112.07, 112.71,    EPN
2010080305.33P,2010-08-03T17:45:45,2010-08-03 05:32:56,   850,0.661,  -2.2610, -79.8388,  18.33, -15.03,   4.40,   1.51,   2.51,   65.24,   vc1,   280,    51,    8, 133.58, 145.21, 146.36,    EPN
2010080413.56P,2010-08-11T09:54:15,2010-08-04 01:55:45,   810,0.392,  -1.7451, -78.9271, 111.40,-108.10,   3.50,   5.23,  11.79,  173.74,   vc1,    80,    13,    1, 307.26,  56.57, 124.94,    EPN
2010080504.34P,2010-08-11T10:19:25,2010-08-05 04:34:06,   950,0.593,  -1.6050, -77.9494, 187.25,-183.95,   3.70,   4.46,  17.42,    4.88,   vc1,   100,    22,    3, 266.83,  54.44, 195.00,    EPN
2010080607.31P,2010-08-06T08:11:11,2010-08-06 07:31:25,   300,0.586,  -0.4366, -81.5474,  14.78, -11.48,   4.50,   2.97,   5.64,   22.66,   vc1,   250,    36,    1, 301.87, 113.90, 114.86,    EPN
2010080610.46P,2010-08-06T08:32:36,2010-08-06 10:45:52,    20,0.745,  -1.5770, -81.2825,  10.00,  -6.70,   4.50,   4.41,   7.31,  163.03,   vc1,   250,    37,    2, 305.68,  84.74,  85.33,    EPN
2010080612.07P,2010-08-11T10:53:28,2010-08-06 12:07:32,   640,0.324,  -2.0817, -77.3460,  16.42, -13.12,   3.70,   2.54,   5.39,  112.70,   vc1,   100,    14,    2, 323.59, 137.01, 137.99,    EPN
2010080619.22P,2010-08-11T10:59:43,2010-08-06 07:22:24,   110,0.891,  -1.5504, -81.3013,  10.00,  -6.70,   4.10,   5.08,   8.27,   15.28,   vc1,   130,    30,    2, 311.21,  84.31,  84.90,    EPN
2010080813.39P,2010-08-11T11:06:18,2010-08-08 01:39:33,   590,0.629,   1.0232, -78.8044,  23.13, -19.83,   3.60,   2.13,   4.16,   67.95,   vc1,    80,    19,    4, 247.80,  55.48,  60.11,    EPN
2010080815.39P,2010-08-11T11:19:21,2010-08-08 03:39:04,   300,0.794,  -0.8852, -81.1420,  18.41, -15.11,   3.90,   3.32,   8.03,  179.17,   vc1,   100,    20,    2, 304.24,  49.60,  52.91,    EPN
2010080900.10P,2011-01-13T11:25:59,2010-08-09 12:10:01,   910,0.729,  -0.8007, -81.4862,   8.31,  -5.01,   4.20,   3.36,   4.41,   14.08,   vc1,   150,    43,    4, 314.51,  88.75,  89.14,    EPN
2010080922.48P,2010-08-17T12:05:38,2010-08-09 10:47:57,   860,0.799,  -0.7328, -81.4053,   8.06,  -4.76,   4.10,   3.72,   8.55,   18.83,   vc1,   140,    28,    1, 308.01,  83.21,  83.60,    EPN
2010081000.30P,2010-08-17T12:13:41,2010-08-10 12:30:25,   500,0.565,  -0.5921, -78.7029,  20.62, -17.32,   3.70,   0.73,   1.57,  168.06,   vc1,   130,    37,    8, 119.98,  13.22,  24.49,    EPN
2010081000.44P,2010-08-17T12:16:30,2010-08-10 12:44:37,   270,0.307,  -1.3445, -77.9330,  84.57, -81.27,   3.50,   2.46,  10.39,    0.73,   vc1,    80,    14,    5, 285.87,  53.96, 100.32,    EPN
2010081016.07P,2010-08-10T11:57:15,2010-08-10 04:07:34,   300,0.716,  -0.4997, -81.2994,  10.00,  -6.70,   4.10,   3.26,   4.84,  171.76,   vc1,   150,    39,    3, 292.10,  88.35,  88.92,    EPN
2010081022.38P,2010-08-18T08:15:23,2010-08-10 10:38:00,   340,0.612,  -1.0382, -79.7383,  40.57, -37.27,   4.20,   1.46,   1.99,  158.27,   vc1,   220,    50,    8, 146.74,  77.19,  87.21,    EPN
2010081109.44P,2010-08-18T08:20:27,2010-08-11 09:44:03,   550,0.439,  -1.5897, -78.1604, 183.44,-180.14,   3.80,   2.27,  10.38,    5.47,   vc1,   120,    30,    5, 251.59,  32.04, 186.22,    EPN
2010081113.57P,2010-08-18T08:44:19,2010-08-11 01:57:08,   680,0.200,  -2.3285, -77.0704,  16.04, -12.74,   4.00,   1.67,   3.58,  102.90,   vc1,   130,    15,    1, 328.89, 177.17, 177.89,    EPN
2010081115.43P,2010-08-18T08:49:52,2010-08-11 03:43:09,   120,0.335,   0.9052, -78.9576,  40.16, -36.86,   3.50,   2.85,   3.16,  166.17,   vc1,    70,    11,    3, 287.48,  93.58, 101.83,    EPN
2010081709.31P,2010-08-18T11:42:17,2010-08-17 09:31:08,   840,0.499,  -1.2892, -77.6096, 223.41,-220.11,   4.00,   2.46,   3.70,   25.28,   vc1,   170,    42,    3, 246.78,  89.94, 240.83,    EPN
2010081718.23P,2010-08-18T11:44:50,2010-08-17 06:22:44,   820,0.478,   0.3012, -79.4425,  43.32, -40.02,   3.60,   2.24,   4.78,    8.89,   vc1,    80,    12,    3, 292.17, 107.07, 115.51,    EPN
2010081822.07P,2010-08-24T11:55:17,2010-08-18 10:07:21,   210,0.440,  -1.7192, -78.1256, 178.51,-175.21,   4.00,   2.51,   6.03,   11.38,   vc1,   170,    33,    5, 250.74,  41.87, 183.35,    EPN
2010081922.24P,2010-08-25T07:50:36,2010-08-19 10:23:51,    20,0.818,  -0.3840, -81.4127,  13.54, -10.24,   4.40,   4.59,  11.64,    7.04,   vc1,   220,    39,    1, 301.05, 106.34, 107.20,    EPN
2010082110.14P,2010-08-25T08:09:55,2010-08-21 10:14:06,   780,0.483,  -1.1183, -78.2663,   8.66,  -5.36,   3.50,   0.46,   2.35,    5.85,   vc1,    90,    39,   11, 172.97,  14.82,  17.16,    EPN
2010082118.00P,2010-08-25T11:09:09,2010-08-21 05:59:53,   240,0.647,  -1.3920, -81.2441,   9.82,  -6.52,   3.90,   3.37,   6.23,   19.08,   vc1,   110,    33,    2, 310.41,  68.58,  69.28,    EPN
2010082322.36P,2010-08-30T08:38:34,2010-08-23 10:35:55,   100,0.350,  -1.0313, -79.2830, 124.38,-121.08,   3.50,   1.64,   7.91,  173.22,   vc1,    85,    25,    3, 273.57,  95.03, 156.53,    EPN
2010082401.55P,2010-08-30T08:43:45,2010-08-24 01:55:34,   350,0.400,  -2.3804, -77.6456,   9.18,  -5.88,   3.60,   1.34,   4.63,  130.77,   vc1,    80,    27,    8, 331.42, 131.06, 131.38,    EPN
2010082406.27P,2010-08-30T08:46:43,2010-08-24 06:27:24,   610,0.828,  -0.6166, -79.5084,  46.67, -43.37,   3.50,   3.09,   4.56,  129.95,   vc1,    80,    13,    1, 192.02,  67.32,  81.91,    EPN
2010082412.32P,2010-08-30T08:52:35,2010-08-24 12:32:31,   180,0.437,  -2.4003, -77.8738,  12.00,  -8.70,   3.70,   2.75,  10.07,  134.85,   vc1,   100,    14,    2, 342.74, 117.31, 117.92,    EPN
2010082413.28P,2010-08-30T08:55:28,2010-08-24 01:27:48,   810,0.227,  -1.4050, -79.2330, 113.53,-110.23,   3.70,   0.92,   1.44,   71.55,   vc1,   100,    33,    1, 164.04,  66.70, 131.68,    EPN
2010082416.52P,2010-08-30T09:12:16,2010-08-24 04:51:46,    30,0.365,  -2.2314, -78.3539, 157.79,-154.49,   4.10,   2.76,   3.19,   23.75,   vc1,   180,    39,    3, 308.44,  61.90, 169.50,    EPN
2010082501.05P,2010-08-30T09:25:43,2010-08-25 01:05:00,   670,0.417,  -1.6354, -77.7662, 204.63,-201.33,   3.80,   2.47,   3.88,   50.53,   vc1,   120,    35,    2, 286.94,  74.81, 217.88,    EPN
2010082502.12P,2010-08-30T09:32:32,2010-08-25 02:12:12,   210,0.493,  -0.8396, -79.6678,  38.93, -35.63,   3.80,   1.05,   1.45,  115.98,   vc1,   130,    43,    3, 127.66,  79.68,  88.68,    EPN
2010082502.14P,2010-08-30T09:35:31,2010-08-25 02:14:19,   900,0.668,  -0.8632, -79.6369,  32.63, -29.33,   3.90,   1.11,   1.65,  128.92,   vc1,   150,    44,    3, 129.07,  83.36,  89.52,    EPN
2010082520.31P,2010-08-30T09:55:27,2010-08-25 08:31:07,   710,0.661,  -3.3368, -79.9162,  12.00,  -8.70,   4.10,   9.10,  10.60,   84.58,   vc1,   140,    26,    1, 343.32, 227.74, 228.05,    EPN
2010082601.48P,2010-08-30T10:20:38,2010-08-26 01:48:36,   650,0.371,  -0.5620, -78.7004,  13.47, -10.17,   3.60,   0.59,   2.15,  166.14,   vc1,   100,    24,    3, 208.47,  16.07,  20.97,    EPN
2010082705.15P,2010-08-30T10:38:01,2010-08-27 05:15:27,   740,0.530,  -1.1962, -80.5133,  34.73, -31.43,   3.70,   1.73,   4.13,   49.82,   vc1,    90,    27,    2, 157.09,  28.70,  45.06,    EPN
2010082803.37P,2010-08-30T11:16:50,2010-08-28 03:37:29,   910,0.705,  -1.1478, -80.9521,  19.40, -16.10,   4.00,   2.53,   5.51,   37.87,   vc1,   120,    30,    1, 180.87,  18.53,  26.83,    EPN
2010082813.38P,2010-08-30T11:22:03,2010-08-28 01:38:36,   590,0.837,  -1.0420, -81.0406,  16.33, -13.03,   3.80,   2.65,   6.45,   45.08,   vc1,    90,    20,    2, 224.05,  24.73,  29.63,    EPN
2010082819.36P,2010-08-30T11:25:35,2010-08-28 07:36:05,   390,0.392,  -2.2684, -77.7941,  12.00,  -8.70,   3.60,   1.62,   3.11,  107.32,   vc1,    80,    24,    4, 298.27, 109.14, 109.80,    EPN
2010082820.12P,2010-08-30T11:30:46,2010-08-28 08:12:17,   970,0.623,  -2.9015, -79.8695,  12.00,  -8.70,   4.00,   3.70,   7.03,   61.72,   vc1,   130,    22,    2, 314.84, 188.76, 189.15,    EPN
2010082909.13P,2010-08-31T09:19:40,2010-08-29 09:12:57,   620,0.870,  -1.2045, -81.3322,   9.65,  -6.35,   3.90,   4.52,   6.98,   36.47,   vc1,   100,    18,    3, 320.90,  29.45,  30.99,    EPN
2010082910.33P,2010-08-31T09:32:16,2010-08-29 10:33:05,   460,0.702,  -1.4223, -80.9155,  10.00,  -6.70,   3.80,   3.61,   7.76,   82.80,   vc1,   100,    11,    1, 217.38,  25.00,  26.93,    EPN
2010082912.21P,2010-08-31T11:32:10,2010-08-29 12:21:49,   860,0.629,  -1.1240, -81.4754,   7.51,  -4.21,   4.40,   3.73,   5.79,   11.94,   vc1,   220,    33,    1, 306.84,  47.22,  47.81,    EPN
2010082918.00P,2010-08-31T10:38:51,2010-08-29 06:00:05,   680,0.652,   1.1138, -79.6105,  12.00,  -8.70,   3.60,   5.65,  12.33,  139.48,   vc1,    80,     8,    1, 302.12, 165.78, 166.22,    EPN
2010082918.08P,2010-08-31T10:49:37,2010-08-29 06:08:46,   660,0.733,  -1.2211, -81.2443,  12.03,  -8.73,   4.10,   3.13,   7.73,    4.14,   vc1,   150,    24,    2, 303.75,  19.52,  22.93,    EPN
2010082923.28P,2010-08-31T10:55:51,2010-08-29 11:28:25,   240,0.368,  -1.0414, -78.2925,  13.12,  -9.82,   3.70,   0.35,   1.33,    1.87,   vc1,   120,    45,   11, 162.71,  10.51,  16.81,    EPN
2010083022.57P,2010-08-31T12:41:35,2010-08-30 10:57:26,   280,0.588,   1.0790, -79.4762,   7.99,  -4.69,   3.80,   2.95,   4.26,   79.48,   vc1,   100,    24,    2, 255.48, 128.03, 128.28,    EPN
2010083118.12P,2010-09-01T08:16:49,2010-08-31 06:11:55,   600,0.697,  -1.1463, -81.3740,   9.06,  -5.76,   4.10,   3.39,   4.99,    8.32,   vc1,   130,    25,    2, 305.05,  35.78,  36.91,    EPN
2010090202.05P,2010-09-02T13:49:38,2010-09-02 02:04:45,   800,0.513,   1.1069, -79.5543,  12.00,  -8.70,   3.80,   3.83,   7.51,   95.98,   vc1,   100,    12,    1, 300.86, 160.08, 160.53,    EPN
2010090210.46P,2010-09-03T08:13:18,2010-09-02 10:46:12,   770,0.952,  -1.3287, -81.9331,  10.00,  -6.70,   4.00,   5.96,  16.40,   81.01,   vc1,   100,    13,    2, 338.69,  95.80,  96.32,    EPN
2010090302.48P,2010-09-03T08:48:43,2010-09-03 02:48:35,   750,0.765,   0.0128, -78.5804,  13.40, -10.10,   3.50,   1.03,   2.89,   19.74,   vc1,    80,    29,    5, 207.90,  14.59,  19.81,    EPN
2010090421.31P,2010-09-15T16:42:14,2010-09-04 09:30:39,   590,0.385,  -0.8139, -80.5704,  10.00,  -6.70,   3.80,   4.73,  13.04,  173.11,   vc1,   100,     9,    1, 315.49, 229.93, 230.15,    EPN
2010090503.13P,2010-09-15T17:13:07,2010-09-05 03:12:43,   260,0.474,   0.2209, -77.2351,  12.00,  -8.70,   3.60,   4.14,   7.79,   56.41,   vc1,    80,     8,    1, 319.55, 153.16, 153.63,    EPN
2010090503.15P,2010-09-15T17:15:23,2010-09-05 03:15:22,   250,0.622,  -0.9446, -79.8310,  19.55, -16.25,   3.60,   2.74,   4.81,  168.17,   vc1,    80,    15,    3, 296.97, 152.26, 153.51,    EPN
2010090516.11P,2010-09-15T17:39:38,2010-09-05 04:10:39,    70,0.753,  -2.1227, -77.9968, 145.96,-142.66,   3.80,   8.81,  20.36,    7.51,   vc1,   110,    22,    1, 320.20,  84.07, 168.44,    EPN
2010090519.03P,2010-09-17T21:12:53,2010-09-05 07:03:46,   590,0.736,  -1.1946, -80.7175,  47.17, -43.87,   3.70,   3.86,   6.56,   48.65,   vc1,    80,    23,    2, 161.18,  15.78,  49.74,    EPN
2010090522.25P,2010-09-17T21:28:36,2010-09-05 10:25:00,   850,0.399,  -2.6286, -77.4387,  12.00,  -8.70,   3.80,   1.97,  13.98,  131.61,   vc1,   100,    16,    3, 339.39, 166.82, 167.25,    EPN
2010090601.05P,2010-09-17T22:14:07,2010-09-06 01:04:50,   810,0.660,  -2.7930, -79.8813,  12.00,  -8.70,   4.10,   2.38,   5.42,   82.74,   vc1,   140,    40,    4, 283.89, 181.78, 182.17,    EPN
2010090622.52P,2010-09-17T23:20:01,2010-09-06 10:52:39,   570,0.322,  -0.9969, -78.6980,  29.42, -26.12,   3.50,   0.52,   2.77,  179.17,   vc1,    90,    24,    2, 210.43,  34.21,  45.12,    EPN
2010090704.24P,2010-09-18T03:57:19,2010-09-07 04:23:34,   730,0.774,  -2.8563, -76.1866, 100.86, -97.56,   4.30,   5.75,  10.02,   31.46,   vc1,   200,    43,    2, 319.22, 291.54, 308.50,    EPN
2010090715.56P,2010-09-07T16:04:02,2010-09-07 03:56:03,   710,0.247,  -1.0268, -77.6508,  35.76, -32.46,   3.60,   1.02,   2.79,    4.41,   vc1,    90,    10,    3, 304.50,  91.72,  98.44,    EPN
2010090717.03P,2010-09-18T04:23:44,2010-09-07 05:03:25,   200,0.319,  -0.9514, -78.9955, 133.53,-130.23,   3.60,   1.85,   7.56,  175.09,   vc1,   100,    17,    2, 250.96,  62.49, 147.43,    EPN
2010090717.55P,2010-09-18T04:28:20,2010-09-07 05:55:34,   690,0.769,  -1.9691, -77.7976, 167.97,-164.67,   4.10,   5.49,   8.45,   25.32,   vc1,   200,    36,    4, 280.04,  87.65, 189.46,    EPN
2010090902.21P,2010-09-09T11:02:20,2010-09-09 02:21:13,   640,0.703,  -2.8835, -78.6110,  16.00, -12.70,   3.80,   2.94,  14.51,    5.42,   vc1,   100,    13,    6, 351.36, 126.53, 127.54,    EPN
2010090904.38P,2010-09-18T04:54:03,2010-09-09 04:38:07,   600,0.507,  -0.1880, -79.3090, 136.80,-133.50,   3.50,   8.75,  18.62,    0.83,   vc1,    80,     7,    1, 328.87, 106.10, 173.12,    EPN
2010090908.36P,2010-09-09T09:48:00,2010-09-09 08:35:23,   330,0.465,  -1.5742, -75.8473,  43.53, -40.23,   4.00,   3.42,  20.39,   90.98,   vc1,   130,     7,    1, 316.60, 285.11, 288.42,    EPN
2010091013.21P,2010-09-18T05:29:54,2010-09-10 01:21:35,   990,0.377,  -1.7642, -78.1646, 173.21,-169.91,   4.10,   1.89,   2.98,   36.18,   vc1,   200,    42,    5, 255.29,  41.61, 178.14,    EPN
2010091104.57P,2010-09-18T05:49:59,2010-09-11 04:57:26,   830,0.514,  -0.9857, -78.7514,  22.45, -19.15,   3.90,   0.66,   1.70,  178.68,   vc1,   160,    40,    4, 109.88,  34.60,  41.25,    EPN
2010091209.31P,2010-09-18T06:04:08,2010-09-12 09:30:56,   400,0.224,  -0.5775, -79.4615,  42.93, -39.63,   3.50,   1.36,   2.41,  163.94,   vc1,    80,    13,    1, 277.63, 103.37, 111.93,    EPN
2010091409.50P,2010-09-23T10:13:02,2010-09-14 09:50:08,   730,0.362,  -0.9813, -78.6844,  32.21, -28.91,   3.50,   0.54,   2.80,  179.46,   vc1,    90,    29,    4, 193.57,  32.25,  45.58,    EPN
2010091508.13P,2010-09-23T10:22:06,2010-09-15 08:13:05,   780,0.851,  -0.6730, -79.6370,  26.97, -23.67,   3.60,   3.25,   6.30,  177.57,   vc1,    90,    15,    3, 285.55, 127.42, 130.24,    EPN
2010091508.57P,2010-09-23T10:31:05,2010-09-15 08:57:13,   640,0.805,  -2.0759, -79.5789,  26.36, -23.06,   3.80,   3.79,  16.38,   55.44,   vc1,   100,    26,    6, 315.24, 112.17, 115.23,    EPN
2010091607.55P,2010-09-30T11:10:11,2010-09-16 07:55:12,   920,0.663,  -2.9308, -80.4064,  12.00,  -8.70,   4.30,   1.94,  13.76,  121.60,   vc1,   180,    12,    2, 284.07, 199.68, 200.04,    EPN
2010091616.34P,2010-09-30T11:13:05,2010-09-16 04:34:15,    20,0.603,  -2.1173, -79.7534,  22.67, -19.37,   3.80,   1.72,   4.67,   93.09,   vc1,   110,    32,    5, 245.78, 132.01, 133.94,    EPN
2010091808.28P,2010-09-30T11:27:38,2010-09-18 08:28:29,   870,0.792,  -1.7082, -78.8645,   5.09,  -1.79,   3.70,   1.71,   2.35,  140.69,   vc1,   100,    47,   11, 202.83,  26.90,  27.38,    EPN
2010091902.31P,2010-09-30T11:42:08,2010-09-19 02:30:45,   230,0.627,  -1.3716, -79.6550,  44.64, -41.34,   3.80,   1.48,   2.48,  118.52,   vc1,   110,    34,    5, 199.34,  98.50, 108.15,    EPN
2010091903.40P,2010-09-30T11:51:06,2010-09-19 03:40:25,   790,0.415,  -2.8565, -77.5754,  27.64, -24.34,   4.10,   5.23,   9.41,  129.49,   vc1,   160,    21,    6, 339.94, 177.87, 180.00,    EPN
2010091909.33P,2010-09-30T11:58:27,2010-09-19 09:33:37,   820,0.367,  -1.0479, -78.2849,  10.62,  -7.32,   3.70,   0.42,   1.86,    2.79,   vc1,   120,    34,    4, 164.31,  11.24,  15.46,    EPN
2010091917.54P,2010-09-30T12:35:28,2010-09-19 05:54:39,   130,0.729,  -2.2751, -80.5840,  49.92, -46.62,   4.10,   1.79,   8.37,  117.76,   vc1,   150,    50,   10, 263.88, 125.01, 134.61,    EPN
2010092106.30P,2010-10-05T09:10:28,2010-09-21 06:30:05,   330,0.782,  -3.1482, -79.0224,  12.00,  -8.70,   4.10,   5.10,  10.06,   43.72,   vc1,   140,    19,    1, 301.15, 189.11, 189.49,    EPN
2010092113.08P,2010-10-05T09:17:45,2010-09-21 01:08:18,   260,0.473,  -2.1947, -79.0318,  16.63, -13.33,   3.70,   3.30,   9.25,   33.24,   vc1,    90,    13,    3, 340.24,  89.66,  91.19,    EPN
2010092218.34P,2010-10-05T09:29:30,2010-09-22 06:33:58,   100,0.443,  -0.4452, -78.5296,  17.68, -14.38,   3.50,   1.03,   2.86,  160.25,   vc1,    90,    19,    3, 170.93,  16.56,  24.23,    EPN
2010092219.02P,2010-10-05T10:09:05,2010-09-22 07:01:39,   410,0.574,  -2.8080, -77.9255,  12.00,  -8.70,   4.30,   1.50,   5.60,  150.06,   vc1,   220,    38,    9, 295.83, 141.42, 141.93,    EPN
2010092223.35P,2010-10-05T10:17:05,2010-09-22 11:35:29,   760,0.766,   0.4905, -80.1090,  19.19, -15.89,   4.10,   1.94,   4.47,   45.26,   vc1,   170,    36,    4, 238.17,  72.75,  75.23,    EPN
2010092300.58P,2010-10-05T10:24:46,2010-09-23 12:57:56,    30,0.302,  -3.0952, -78.5646,  43.46, -40.16,   3.60,   2.15,  11.71,  176.30,   vc1,    70,    12,    2, 352.09, 150.19, 156.36,    EPN
2010092301.52P,2010-10-05T10:28:21,2010-09-23 01:52:21,   310,0.434,  -2.9452, -78.6912,  40.86, -37.56,   3.60,   2.05,  21.06,    9.40,   vc1,    70,     9,    4, 351.49, 161.79, 166.87,    EPN
2010092303.55P,2010-10-05T10:32:11,2010-09-23 03:55:42,   300,0.800,   0.5840, -80.1163,  12.77,  -9.47,   3.70,   2.02,   5.28,   44.10,   vc1,    90,    29,    2, 242.56,  82.22,  83.20,    EPN
2010092305.30P,2010-10-05T10:35:51,2010-09-23 05:30:22,   800,0.271,  -2.2234, -77.3579,  67.25, -63.95,   3.60,   3.20,   3.74,   91.02,   vc1,    80,    12,    1, 336.18, 143.91, 158.85,    EPN
2010092322.40P,2010-10-05T10:38:39,2010-09-23 10:40:00,   770,0.777,  -0.9231, -80.7137,  36.04, -32.74,   4.00,   2.06,   4.87,   38.21,   vc1,   130,    34,    3, 170.80,  14.52,  38.86,    EPN
2010092409.26P,2010-10-05T10:45:29,2010-09-24 09:26:32,   120,0.532,  -1.9334, -79.6574,  90.94, -87.64,   3.80,   2.14,   3.78,   97.57,   vc1,   110,    43,    6, 229.78, 111.27, 143.70,    EPN
2010092500.40P,2010-10-05T11:02:45,2010-09-25 12:40:24,   220,0.609,  -1.6485, -79.9227,  12.00,  -8.70,   3.50,   7.97,  11.08,  128.53,   vc1,    70,    12,    1, 317.18, 161.19, 161.64,    EPN
2010092509.46P,2010-10-05T11:09:43,2010-09-25 09:46:22,   470,0.494,  -0.4343, -78.6100,  22.73, -19.43,   3.70,   0.66,   1.73,  176.03,   vc1,   130,    31,    5, 100.30,  24.05,  33.09,    EPN
2010092523.50P,2010-10-06T23:06:37,2010-09-25 11:50:16,   280,0.223,  -1.3200, -79.6537, 136.24,-132.94,   3.50,   2.48,   4.92,  174.68,   vc1,    75,    10,    1, 322.20, 132.06, 189.74,    EPN
2010092614.31P,2010-10-07T00:10:31,2010-09-26 02:31:10,   860,0.360,  -1.5458, -77.4286,  21.60, -18.30,   3.50,   2.92,   3.94,    4.97,   vc1,    70,    12,    2, 319.37, 109.68, 111.78,    EPN
2010092618.36P,2010-10-07T00:13:56,2010-09-26 06:35:50,   600,0.424,  -2.0355, -77.2726,  16.88, -13.58,   3.60,   2.60,   6.67,  120.97,   vc1,    80,    22,    4, 321.02, 142.09, 143.09,    EPN
2010092702.33P,2010-10-07T03:11:00,2010-09-27 02:32:51,   710,0.503,  -0.8074, -79.2758, 101.86, -98.56,   3.80,   1.16,   1.40,  160.88,   vc1,   120,    42,    6, 115.17,  86.90, 133.89,    EPN
2010092705.25P,2010-10-07T03:15:24,2010-09-27 05:25:55,   340,0.481,  -1.2019, -78.3623,  18.28, -14.98,   3.50,   0.56,   2.92,    4.87,   vc1,    80,    33,    7, 176.43,  16.14,  24.39,    EPN
2010092805.53P,2010-10-11T14:46:37,2010-09-28 05:53:19,   610,0.941,  -1.6639, -81.8497,  10.00,  -6.70,   4.30,   4.57,   6.72,   56.91,   vc1,   170,    35,    5, 318.09,  97.11,  97.63,    EPN
2010092916.52P,2010-10-11T15:34:06,2010-09-29 04:52:01,   420,0.347,  -1.5027, -79.7877,  18.77, -15.47,   3.60,   2.22,   4.36,  128.16,   vc1,    80,     7,    1, 311.26, 145.38, 146.58,    EPN
2010092918.53P,2010-10-11T15:39:28,2010-09-29 06:53:38,   380,0.521,  -0.5483, -77.4478,  23.21, -19.91,   4.10,   0.97,   2.07,   15.89,   vc1,   200,    40,    5, 222.52,  54.51,  59.24,    EPN
2010093004.26P,2010-10-11T16:18:56,2010-09-30 04:25:57,   600,0.723,  -2.6884, -78.3724,   6.91,  -3.61,   3.60,   3.46,  33.75,  177.38,   vc1,    80,    10,    3, 355.45, 131.41, 131.59,    EPN
2010100208.23P,2010-10-12T10:46:29,2010-10-02 08:23:34,   140,0.272,  -1.7788, -77.7725,  11.18,  -7.88,   3.50,   1.61,   2.47,  130.31,   vc1,    70,    18,    4, 317.45,  79.77,  80.54,    EPN
2010100303.49P,2010-10-12T10:54:17,2010-10-03 03:49:35,    20,0.489,  -2.5693, -79.0148, 112.23,-108.93,   3.80,   6.68,  12.06,   12.28,   vc1,   110,    20,    2, 341.04, 125.79, 168.58,    EPN
2010100305.07P,2010-10-12T11:02:07,2010-10-03 05:07:23,   600,0.812,   1.7465, -78.9110,  12.00,  -8.70,   3.80,   5.50,   9.46,  120.03,   vc1,    90,    19,    1, 277.57, 121.95, 122.54,    EPN
2010100413.26P,2010-10-13T15:37:15,2010-10-04 01:25:49,   240,0.821,   0.7304, -80.0509,  10.00,  -6.70,   3.70,   3.31,  12.83,   51.05,   vc1,    90,    13,    1, 261.12, 111.51, 111.96,    EPN
2010100511.43P,2010-10-13T15:46:38,2010-10-05 11:43:01,   550,0.557,  -2.2864, -76.5507,  12.00,  -8.70,   3.70,   4.93,   9.58,  107.21,   vc1,    80,    10,    1, 333.35, 226.78, 227.10,    EPN
2010100605.40P,2010-10-13T15:59:26,2010-10-06 05:39:29,   100,0.753,  -3.1926, -79.9092,  12.00,  -8.70,   3.80,   4.28,  15.09,   43.60,   vc1,    90,    16,    2, 339.66, 215.01, 215.35,    EPN
2010100607.19P,2010-10-13T16:19:44,2010-10-06 07:18:42,    20,0.457,  -2.6919, -76.5919, 112.88,-109.58,   4.20,   4.50,   8.54,    5.98,   vc1,   160,    36,    4, 321.82, 243.64, 268.52,    EPN
2010100609.06P,2010-10-13T16:22:54,2010-10-06 09:06:22,   440,0.298,  -1.3954, -77.8042, 210.76,-207.46,   4.00,   1.01,   1.91,   16.04,   vc1,   170,    42,    2, 193.58,  67.44, 221.29,    EPN
2010100611.55P,2010-10-13T16:30:29,2010-10-06 11:55:44,   930,0.497,   0.5683, -78.1273,  14.46, -11.16,   3.50,   1.99,   4.78,   88.98,   vc1,    80,    22,    1, 227.94,  34.91,  37.79,    EPN
2010100721.29P,2010-10-13T17:02:02,2010-10-07 09:28:43,   870,0.313,  -1.0849, -77.5540,  20.89, -17.59,   4.10,   0.58,   1.65,   27.43,   vc1,   200,    39,    6, 248.77,  92.43,  94.77,    EPN
2010100721.39P,2010-10-13T17:03:46,2010-10-07 09:39:23,   320,0.317,  -1.0935, -77.5475,  21.56, -18.26,   3.90,   0.55,   1.47,   24.77,   vc1,   140,    41,    6, 249.72,  93.19,  95.65,    EPN
2010100810.47P,2010-10-13T17:39:04,2010-10-08 10:46:46,   580,0.845,  -3.8088, -79.9142,  78.24, -74.94,   4.10,   5.37,   6.33,   28.32,   vc1,   130,    32,    4, 250.93, 128.13, 150.13,    EPN
